label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23
C,0.9494437,0.1755168,0.14911468,0.10676746,0.55121434,0.10139836,0.108955994,0.60352767,0.1529631,0.11610914,0.16612087,0.34709537,0.13337624,0.2376676,0.16171382,0.15603171,0.21047343,0.14542429,0.17593719,0.22659537,0.2463796,0.18102863,0.25404587,0.26460603
C,0.9500061,0.18651009,0.17891517,0.1106644,0.55404687,0.09378038,0.11706008,0.6503121,0.14772873,0.1256369,0.15660675,0.3298539,0.11874353,0.2559176,0.20753685,0.16496,0.19239889,0.12704675,0.17665336,0.27856666,0.21122482,0.178367,0.19413817,0.23294918
C,0.84931093,0.21456778,0.21013546,0.14174645,0.55911636,0.120175324,0.11792624,0.47663245,0.14547558,0.13497937,0.17831759,0.4830525,0.22036347,0.27133402,0.2609347,0.20033367,0.25696015,0.14261551,0.15797345,0.23948067,0.16665603,0.17334943,0.18833578,0.2996816
C#,0.1682516,0.97601664,0.14516224,0.06684387,0.07270757,0.39508244,0.07786757,0.10659371,0.18720779,0.12782876,0.12621628,0.14812668,0.24650192,0.0807387,0.23996256,0.10510369,0.1289234,0.13615824,0.12864713,0.19239509,0.27173725,0.21861906,0.21664773,0.25909063
C#,0.20967,0.99241614,0.16275054,0.121070735,0.09963676,0.30581695,0.11702228,0.1502319,0.5100308,0.16611846,0.16544147,0.19344254,0.2477271,0.037102383,0.18169422,0.13323754,0.14121439,0.08574389,0.15136303,0.20100147,0.15575932,0.20391844,0.22837259,0.22629562
C#,0.18617488,0.7974701,0.121441185,0.1312629,0.07026764,0.12469665,0.08087976,0.11888174,0.90804124,0.16148052,0.1375941,0.22070244,0.24120302,0.1663749,0.15390588,0.09151332,0.0994244,0.09112467,0.11026661,0.1616386,0.15993255,0.2057913,0.20795023,0.3173075
C#,0.4129529,0.45232892,0.31758115,0.24185953,0.17782266,0.78166443,0.24405086,0.3412464,0.92893255,0.42279133,0.3127155,0.47124746,0.22098817,0.21293183,0.16880375,0.143297,0.1261098,0.25392887,0.15383984,0.23621795,0.1259929,0.25380546,0.20627524,0.2947772
C#,0.21312885,0.31049046,0.16417922,0.1238206,0.103961505,0.11653552,0.12087633,0.1496019,0.9542081,0.1942069,0.19906661,0.22028957,0.22798355,0.204921,0.18562593,0.1170919,0.1339594,0.12341821,0.14371456,0.15457027,0.14100464,0.19647244,0.24256186,0.26090616
C#,0.30127254,0.5550888,0.21320514,0.17990182,0.1355394,0.16016673,0.14769647,0.18868066,0.93883026,0.19929262,0.22508919,0.27287102,0.28886092,0.14884143,0.21403208,0.12231424,0.17566884,0.14452787,0.14464699,0.1693879,0.15771991,0.1627565,0.21707232,0.26867828
C#,0.26746893,0.44173336,0.17606029,0.14795369,0.09868917,0.13129778,0.12010279,0.1681077,0.92199415,0.16950437,0.18709578,0.25010967,0.32362986,0.19744268,0.19310114,0.13401617,0.11069934,0.10469197,0.13347714,0.19885162,0.1816726,0.15548153,0.21798618,0.2877982
C#,0.3234091,0.7159661,0.26783305,0.1988731,0.11467022,0.23064168,0.13286875,0.13616721,0.8065275,0.20387147,0.24797474,0.40111586,0.2776972,0.24636944,0.23600823,0.13778473,0.13999328,0.14299317,0.1708483,0.1699576,0.24336156,0.20514475,0.26520327,0.3299353
C#,0.31436014,0.6350633,0.3619825,0.26282927,0.15243484,0.26581487,0.15356131,0.21246317,0.8785815,0.23977868,0.2712694,0.39500293,0.26897627,0.27368835,0.3027763,0.1901598,0.18889484,0.19027248,0.17198995,0.26798612,0.18089233,0.23295581,0.2678336,0.36407092
C#,0.38173202,0.9081977,0.2157422,0.27328536,0.14546332,0.4540188,0.1317085,0.17617175,0.7024472,0.2331609,0.2249521,0.33205712,0.3075873,0.15381604,0.21686465,0.12692857,0.17747866,0.21576399,0.14531545,0.21984799,0.20114523,0.2577939,0.2727893,0.31906247
C#,0.12207789,0.7535064,0.08725406,0.07448387,0.047314003,0.44024083,0.06427067,0.085558094,0.8514649,0.14429025,0.10203282,0.15110639,0.10546663,0.34296685,0.06284457,0.032117084,0.03967725,0.20028701,0.05741444,0.08439667,0.20106184,0.13641705,0.11172768,0.15918043
C#,0.14549807,0.9973426,0.10952949,0.049800757,0.052259866,0.603582,0.084432825,0.09529558,0.11212325,0.09542094,0.100996,0.11700126,0.18026039,0.021002846,0.15133741,0.073750995,0.076108485,0.08292518,0.12135542,0.15359998,0.15500328,0.13806237,0.1653386,0.18698151
C#,0.26702026,0.55702734,0.15408532,0.17192347,0.0942196,0.2894706,0.11632644,0.13304682,0.81034034,0.18624637,0.2444447,0.27551115,0.30778417,0.31283134,0.17847179,0.16501412,0.12232124,0.10719625,0.16967039,0.17337857,0.2553061,0.19583347,0.34677008,0.3568589
C#,0.19732992,0.26806298,0.17962888,0.14408426,0.10202457,0.93075794,0.122448504,0.25061733,0.83583987,0.16865472,0.20870352,0.21902978,0.21788318,0.2540355,0.24577692,0.14077543,0.13810343,0.17949465,0.15140297,0.19739194,0.11446111,0.19136156,0.26245236,0.25581872
C#,0.17515966,0.21616852,0.13083936,0.09690588,0.07244081,0.5199272,0.107238404,0.13731328,0.96246135,0.13139245,0.13393979,0.18194102,0.29411075,0.2833143,0.23502904,0.1637766,0.123095766,0.0930838,0.21332593,0.21985544,0.1309464,0.21170922,0.2216717,0.28354752
C#,0.27450743,0.39084595,0.15746525,0.13519579,0.102543816,0.41295236,0.10905919,0.15596946,0.93903655,0.19138065,0.23293361,0.31099448,0.27547935,0.24872424,0.19535664,0.15437612,0.13743716,0.11944529,0.1292591,0.20207973,0.1666924,0.23707832,0.27840236,0.3407175
C#,0.1896862,0.23812507,0.121596165,0.10062114,0.09011826,0.6609847,0.10391791,0.1534007,0.90416014,0.14301516,0.16426697,0.2600601,0.23821042,0.2746503,0.16739812,0.1331966,0.12717953,0.32819253,0.13638304,0.1984832,0.21137203,0.1860848,0.2299769,0.35257092
C#,0.20235889,0.23863482,0.15489306,0.11316262,0.096546985,0.43463123,0.12507114,0.1487863,0.8175283,0.15046687,0.1617822,0.2442441,0.27060223,0.2815436,0.20570391,0.16617228,0.14298834,0.17921683,0.13332616,0.2220784,0.33046085,0.17287512,0.23219071,0.35124716
C#,0.24109587,0.9060603,0.14274168,0.10503486,0.08818081,0.8666766,0.10118181,0.109358504,0.4521021,0.10729801,0.11890079,0.1948718,0.26582342,0.121138394,0.17959915,0.15588887,0.13179174,0.21434394,0.11415434,0.15751544,0.26543558,0.1256445,0.17981155,0.30174
C#,0.18061486,0.96400046,0.15789934,0.09349123,0.07946933,0.4240579,0.091879286,0.108534634,0.20885687,0.12972613,0.13392907,0.16304499,0.29640445,0.100696094,0.21002348,0.18980828,0.15342852,0.07383195,0.1616832,0.22296265,0.27109256,0.2575862,0.26778248,0.31642097
C#,0.28486276,0.97330624,0.21718754,0.16560899,0.11037905,0.56056404,0.09230485,0.1254275,0.33895773,0.14319386,0.13130598,0.23833297,0.25987744,0.06672572,0.3131811,0.2815842,0.17457104,0.17220908,0.13736583,0.19450831,0.24773693,0.19994639,0.17431618,0.23990548
C#,0.32862407,0.9149537,0.22992437,0.15906174,0.12011478,0.5330863,0.0999971,0.20764963,0.22709136,0.16717848,0.19240552,0.27064398,0.29164392,0.17265822,0.3034192,0.26535833,0.18329705,0.23305044,0.1376959,0.21125144,0.27413884,0.24019603,0.26295784,0.2906043
C#,0.2910726,0.9687347,0.20344995,0.10627015,0.09369196,0.5855495,0.1222034,0.14425111,0.25478196,0.13758992,0.16957316,0.27430198,0.25418952,0.10493872,0.22487868,0.15039839,0.14353481,0.1978909,0.17977507,0.19192995,0.26460463,0.19655538,0.23968585,0.31703877
C#,0.27792078,0.9279292,0.22463183,0.15007502,0.15291889,0.46176937,0.14258099,0.14956138,0.3185641,0.21437238,0.22131075,0.23605238,0.3349794,0.145534,0.3187708,0.22968563,0.24079202,0.1736066,0.21277604,0.23172352,0.2836506,0.33849615,0.34446967,0.28845736
C#,0.2604864,0.9191408,0.18889096,0.09162902,0.0962217,0.56349385,0.122180104,0.1668281,0.19146994,0.17491478,0.19447678,0.23538026,0.2526018,0.21733291,0.23923163,0.121502765,0.12326944,0.24597637,0.13675472,0.2404439,0.23315638,0.2251978,0.27876943,0.2746516
C#m,0.15379936,0.97798246,0.11708532,0.07399625,0.12554537,0.06558796,0.06673782,0.096638046,0.38555107,0.116581224,0.112709224,0.16358832,0.25028414,0.08127244,0.18506624,0.10780689,0.08091445,0.101548895,0.11558543,0.15089577,0.15344644,0.18217455,0.17342702,0.27461913
C#m,0.2430554,0.2792972,0.18017098,0.13073556,0.3942093,0.12640193,0.15380566,0.24205159,0.96585166,0.23826191,0.22241819,0.2746519,0.24572498,0.24603054,0.15484922,0.11297967,0.099123485,0.12923484,0.16438778,0.2068743,0.10813161,0.24334957,0.20670666,0.27425823
C#m,0.22580974,0.26116043,0.18659358,0.15464967,0.5620759,0.1188846,0.1186682,0.22652386,0.951448,0.19844809,0.20560385,0.2657987,0.25017607,0.2784771,0.23408636,0.17176016,0.11335372,0.15167364,0.13657452,0.18776156,0.13774174,0.20705092,0.2437969,0.2655666
C#m,0.21239692,0.2265013,0.13530527,0.10971371,0.29318953,0.10165865,0.11768805,0.21515304,0.97330946,0.18326126,0.16476595,0.1866998,0.2981753,0.25535643,0.18192764,0.13035853,0.07111419,0.15704525,0.18150456,0.1701701,0.10594379,0.238385,0.21271168,0.23678234
C#m,0.18872325,0.25320375,0.15933788,0.13867567,0.49441913,0.1216518,0.1326762,0.24298573,0.9396487,0.18917201,0.2153259,0.24773559,0.24318063,0.28355852,0.23209748,0.17132305,0.14185268,0.1945304,0.19706734,0.22764297,0.15120484,0.24419124,0.31746134,0.3194251
C#m,0.19056211,0.22909738,0.16818397,0.109348886,0.68768644,0.098278366,0.12148765,0.25183553,0.97278285,0.20712763,0.198366,0.2016779,0.20012906,0.22884862,0.19942573,0.12211537,0.21494526,0.12681115,0.15840004,0.22385868,0.11160997,0.23266007,0.25503024,0.2588665
C#m,0.16268663,0.20014085,0.12810308,0.10540139,0.42452592,0.07742152,0.08657348,0.21189095,0.9769971,0.15440506,0.15710346,0.21190363,0.23182185,0.2533842,0.1911193,0.17680697,0.081323795,0.109775625,0.1398659,0.16326793,0.10510028,0.2010612,0.22550575,0.29596204
C#m,0.30394393,0.7338108,0.18164426,0.15073197,0.6460573,0.108450495,0.10241094,0.17476322,0.8024998,0.16881031,0.21024917,0.38163432,0.29176512,0.27970576,0.22802426,0.1238472,0.24750142,0.114262186,0.11323218,0.1462116,0.22121063,0.17018375,0.19710997,0.25766465
C#m,0.26425406,0.4906665,0.14459878,0.14527956,0.35004854,0.11072115,0.114686936,0.226539,0.92799664,0.22161996,0.22248957,0.3534365,0.29027623,0.24741046,0.17005306,0.11831939,0.115043536,0.120101266,0.14593658,0.17668937,0.16168098,0.26101753,0.24603544,0.32150447
C#m,0.2564184,0.46576315,0.14791332,0.13809103,0.3095614,0.11433023,0.11918974,0.23395188,0.9751614,0.2242514,0.2601646,0.29332495,0.28355336,0.26126522,0.20313387,0.12217602,0.09098156,0.15029362,0.16856453,0.22002026,0.08926886,0.2501584,0.3115285,0.262347
C#m,0.3541231,0.7774089,0.2870412,0.22081217,0.77801925,0.18351355,0.21303853,0.31266382,0.84014595,0.32317457,0.40151587,0.39778042,0.23733005,0.20805164,0.20694135,0.14039572,0.18512873,0.1489881,0.19981755,0.25113824,0.20299955,0.20530283,0.31610617,0.2779254
C#m,0.19860795,0.9684173,0.11670578,0.08281191,0.22592302,0.061905775,0.08138022,0.12819536,0.5051345,0.13232887,0.09677105,0.11553126,0.23573677,0.10134381,0.17360994,0.14363997,0.09325561,0.119473025,0.15060535,0.19292568,0.17408241,0.21777777,0.15504774,0.17529055
C#m,0.19487454,0.46247196,0.13117573,0.09872559,0.3150098,0.07929524,0.08211159,0.2038442,0.9617004,0.15362658,0.18539144,0.19729687,0.17704195,0.20553893,0.11863666,0.084987454,0.07634005,0.07449148,0.0748992,0.10403814,0.1330539,0.1330191,0.1880514,0.20030834
C#m,0.20799014,0.3943251,0.15687674,0.1260095,0.3855639,0.13234998,0.15120806,0.27879357,0.96684,0.23764284,0.21731742,0.22312832,0.21687853,0.1940631,0.16399187,0.14287113,0.07278435,0.18167429,0.20177928,0.20803025,0.108579256,0.3039458,0.26713353,0.23280053
C#m,0.25559264,0.5055779,0.17489183,0.14950606,0.43044314,0.12804557,0.1559724,0.25584406,0.9499596,0.20577247,0.21862999,0.24945113,0.28396997,0.23171028,0.2061273,0.1569223,0.07379129,0.16770083,0.21261644,0.22217797,0.12694094,0.23020199,0.23391809,0.26893216
C#m,0.23906034,0.44131225,0.19317673,0.12187995,0.18741226,0.10592625,0.12901613,0.2119375,0.96644896,0.21960863,0.22980945,0.22356224,0.2509358,0.24211264,0.22022471,0.14146371,0.10820903,0.15310773,0.16417259,0.18046832,0.12015393,0.24650343,0.25181428,0.258374
C#m,0.241363,0.68218493,0.17995009,0.12256108,0.13494515,0.10255584,0.13145414,0.21567652,0.8974261,0.22126237,0.24333978,0.24284482,0.21619345,0.24761115,0.20873071,0.14775315,0.1239015,0.14169975,0.17029317,0.20915584,0.18989962,0.23003708,0.27304384,0.2708782
C#m,0.28134653,0.90640444,0.22931126,0.17575887,0.28167096,0.14144434,0.114194565,0.13085277,0.7424616,0.17482403,0.2025661,0.32535753,0.29183942,0.15815249,0.23162252,0.19529477,0.14199048,0.15740643,0.1562683,0.16176994,0.22464167,0.18165669,0.24687101,0.2953632
C#m,0.24616222,0.95285505,0.16017604,0.122890994,0.53804666,0.08842558,0.09909679,0.15405694,0.6194496,0.20977314,0.17121033,0.20346268,0.22513954,0.14746675,0.15780422,0.1241305,0.1295849,0.101038955,0.098793924,0.15406732,0.13726585,0.27714854,0.20760912,0.22338587
C#m,0.20301634,0.9543358,0.16522253,0.09884615,0.3196231,0.08797266,0.09751951,0.16886894,0.62354356,0.16006824,0.1442147,0.17028178,0.22103277,0.12481416,0.2421168,0.12041208,0.053313255,0.140284,0.14935136,0.24668391,0.14368126,0.26830265,0.22631495,0.22552533
C#m,0.2378615,0.9593694,0.12515464,0.08241763,0.54225075,0.07330916,0.09810915,0.1734,0.7484095,0.18268484,0.17475526,0.20925823,0.21321557,0.116439834,0.15465757,0.104182616,0.16542144,0.1088783,0.16670124,0.20536113,0.13928032,0.2750682,0.24830742,0.3070958
C#m,0.22713864,0.9780923,0.11650893,0.07589951,0.17875364,0.06351757,0.06570042,0.12699988,0.40761745,0.107946195,0.10379045,0.1393185,0.24788803,0.07956397,0.2135425,0.15146132,0.0994866,0.123888575,0.13394524,0.21177058,0.18926859,0.22017542,0.19873668,0.25141078
C#m,0.27423826,0.96902835,0.13051988,0.10990801,0.26981097,0.090199016,0.08533031,0.13150287,0.35136178,0.11261989,0.14549807,0.26488394,0.28128895,0.09236529,0.16635884,0.17272276,0.15489987,0.14259095,0.14236371,0.21244799,0.18258937,0.17449476,0.20860389,0.2857578
C#m,0.27345577,0.9621928,0.1243648,0.08749765,0.2527288,0.08241581,0.08620701,0.1629817,0.57510424,0.121965736,0.12140327,0.23993199,0.2687742,0.0980084,0.17193252,0.10481919,0.15140055,0.11434432,0.13543896,0.23157413,0.19215444,0.19130792,0.15273461,0.23990594
C#m,0.31515706,0.9144763,0.16367528,0.12596804,0.35326722,0.118625894,0.11649597,0.19788449,0.67264086,0.1518984,0.20439158,0.34752673,0.32760477,0.15581636,0.20963025,0.1632312,0.21503878,0.17067261,0.18698405,0.27706906,0.18437687,0.19727659,0.25445002,0.3197483
Cm,0.7625127,0.18003312,0.16123092,0.26340353,0.09095027,0.08733191,0.15022019,0.94761395,0.21785977,0.15371981,0.16118819,0.22028095,0.17879216,0.21539696,0.17547753,0.08474685,0.10044447,0.10292038,0.12339725,0.1464156,0.21996914,0.14266121,0.17414255,0.19138108
Cm,0.28728184,0.24765511,0.22982778,0.29981896,0.1254593,0.14032906,0.17601548,0.90624815,0.23319592,0.21325943,0.21629238,0.27597556,0.32110134,0.31108722,0.28054333,0.13635063,0.17128035,0.18571961,0.14654261,0.19957164,0.26725605,0.24415062,0.20994477,0.3088365
Cm,0.33323377,0.19200376,0.16343082,0.31113255,0.0986752,0.101872884,0.17028587,0.9581906,0.19632778,0.16935894,0.20178011,0.23234223,0.25860983,0.25298712,0.18174864,0.0792248,0.12541059,0.1205644,0.1319421,0.13729484,0.23556988,0.19149435,0.21197659,0.289555
Cm,0.2142977,0.153691,0.16765857,0.30043408,0.06700776,0.07706877,0.16085564,0.9561052,0.16678558,0.14052063,0.24140264,0.17711683,0.28094846,0.22816077,0.243416,0.0892025,0.09344456,0.120841324,0.16087607,0.13613771,0.20837675,0.19061758,0.2895644,0.22867975
Cm,0.31520662,0.21048683,0.18922044,0.38487312,0.09290279,0.080615476,0.18036723,0.88782257,0.25346395,0.20323014,0.23050223,0.25637665,0.3111742,0.31129223,0.25348395,0.10867964,0.12323633,0.108416535,0.15268677,0.209095,0.3563856,0.3025955,0.29673323,0.3473372
Cm,0.27630457,0.1852494,0.15777844,0.56155604,0.08383144,0.10337712,0.15256307,0.93854374,0.23638597,0.19599323,0.2615868,0.19612584,0.3056729,0.25099537,0.20029236,0.1609198,0.11064841,0.14810823,0.15325792,0.14360262,0.31508046,0.26523274,0.3026143,0.23926066
Cm,0.22497192,0.15241203,0.13650803,0.20765404,0.086594746,0.07124708,0.09760107,0.92995757,0.15411022,0.1362914,0.12715706,0.16088237,0.3062768,0.26399624,0.2249868,0.11492707,0.1289999,0.1300563,0.17002772,0.1811139,0.2374163,0.24899155,0.19108582,0.24729104
Cm,0.5114582,0.1871683,0.17893419,0.40533996,0.1114366,0.101917826,0.16454104,0.91099536,0.16567045,0.14461331,0.26816764,0.32481027,0.3083539,0.26529002,0.17835784,0.093128845,0.15899462,0.1369103,0.15031157,0.18003492,0.23726462,0.22248808,0.2111789,0.29119787
Cm,0.5666831,0.19944014,0.19259551,0.40524313,0.107204996,0.115554035,0.18264554,0.8709443,0.17818974,0.17759128,0.34780446,0.4199272,0.2933987,0.20384496,0.16073236,0.1475173,0.11810268,0.14940731,0.15944253,0.21001688,0.23810641,0.20703433,0.2442414,0.31532896
Cm,0.57958806,0.22335283,0.23005083,0.6411088,0.120609075,0.12464572,0.17244448,0.8637678,0.19099392,0.18990217,0.40172336,0.41868138,0.28758502,0.22887264,0.15085556,0.23599558,0.10033207,0.132716,0.1408103,0.21500458,0.24352579,0.2094232,0.22573565,0.3056598
Cm,0.78413826,0.21911179,0.19069752,0.17677799,0.10471261,0.10767085,0.14835997,0.82995725,0.2028052,0.22206889,0.18360475,0.2557151,0.21108977,0.24878351,0.15011744,0.0767586,0.14691909,0.13321687,0.11416702,0.21457417,0.23965076,0.24925426,0.19418178,0.26479834
Cm,0.942964,0.17052534,0.13920638,0.16934285,0.08387811,0.09147353,0.09009482,0.40028507,0.20946163,0.14914759,0.13878527,0.18517227,0.14909308,0.21673723,0.17878546,0.12434433,0.118684515,0.12955396,0.11972324,0.14627045,0.31303564,0.182494,0.16734836,0.23277038
Cm,0.8922858,0.17631146,0.15844128,0.18865368,0.08389911,0.094449386,0.1307344,0.6756231,0.20536707,0.19033417,0.19687869,0.23588398,0.14380273,0.21634087,0.18431994,0.13432541,0.117830426,0.14261512,0.1378416,0.28153396,0.27437866,0.2536339,0.26041922,0.28131098
Cm,0.94079435,0.18998553,0.21127962,0.27172697,0.089064315,0.08889348,0.10899076,0.6148293,0.22734654,0.21337444,0.1921606,0.21257256,0.12423886,0.19938391,0.24422088,0.13929062,0.1076686,0.09148726,0.10364776,0.2882216,0.24911596,0.2545683,0.19914527,0.18179476
Cm,0.8461753,0.1341995,0.13743192,0.19510686,0.078811325,0.08639682,0.12710208,0.788172,0.19470437,0.15206446,0.15944557,0.2103675,0.17233323,0.197259,0.17420638,0.08219883,0.1322532,0.14153692,0.19194666,0.23387706,0.2691481,0.23301905,0.21182801,0.31146485
Cm,0.75468904,0.1647879,0.18113244,0.2001104,0.07000516,0.08483706,0.11673145,0.7586258,0.20532209,0.19033833,0.17835352,0.23185419,0.23800749,0.20114051,0.23283213,0.052667636,0.08560338,0.11243988,0.12887348,0.28091478,0.27109203,0.28313038,0.27381176,0.2861199
Cm,0.7136048,0.229617,0.23323545,0.22228554,0.10417463,0.124746,0.16059789,0.8250566,0.2621497,0.2510416,0.26927602,0.3131135,0.27952355,0.22460577,0.2729253,0.1390604,0.13712622,0.14608702,0.16353746,0.21924262,0.26165953,0.2775332,0.24894111,0.29986235
Cm,0.9639114,0.176546,0.16561367,0.30850577,0.09735791,0.09528142,0.11291306,0.49540403,0.13697127,0.12932003,0.15297846,0.3135016,0.08127989,0.24584073,0.22296187,0.16118895,0.16908589,0.1710466,0.16070977,0.2252257,0.252843,0.23856196,0.16214623,0.2867847
Cm,0.96318173,0.13026765,0.10453955,0.19055256,0.056021124,0.059417993,0.08330685,0.42629278,0.12613197,0.1395009,0.13249342,0.25578263,0.10737477,0.1735638,0.15855102,0.063652135,0.08719019,0.09868888,0.10809022,0.18259397,0.17664056,0.23580863,0.17576669,0.29495454
Cm,0.9681716,0.11902326,0.09159313,0.16378938,0.057853475,0.06293001,0.090623416,0.65824187,0.10887811,0.099949904,0.13403617,0.21812744,0.06506474,0.18177609,0.1478864,0.05519762,0.09282339,0.11479766,0.09977269,0.22342443,0.16256723,0.15474203,0.21582703,0.28382516
Cm,0.9337986,0.15418738,0.10490775,0.34411123,0.056000825,0.070733204,0.1067286,0.7824139,0.15621129,0.12637553,0.15595868,0.24662331,0.10448742,0.1981455,0.107845634,0.07545298,0.07529378,0.11104728,0.11128302,0.22783135,0.21140864,0.17485636,0.23123711,0.29763684
Cm,0.9802771,0.11842066,0.100466035,0.08598069,0.06075626,0.06285806,0.07463083,0.47521636,0.13571027,0.103013724,0.11180072,0.16110395,0.07825486,0.19529502,0.17272337,0.11990442,0.12040869,0.13364537,0.14202523,0.12892845,0.24725741,0.18715239,0.21286783,0.28082505
Cm,0.9576061,0.17266475,0.12674324,0.15542158,0.09544881,0.07395624,0.10605302,0.37238684,0.12845889,0.1125589,0.15246843,0.28447467,0.1175219,0.24479659,0.17808525,0.09779893,0.1480088,0.13537562,0.1853323,0.1202096,0.24305753,0.17335308,0.21175922,0.30475742
Cm,0.9663962,0.15615922,0.14170715,0.2854186,0.09136913,0.08061754,0.10951248,0.3689992,0.13005976,0.116455086,0.17522262,0.27165177,0.11140918,0.20870762,0.22138928,0.24484481,0.1526659,0.14020847,0.13796715,0.19092289,0.24148309,0.19649199,0.19518597,0.24746738
Cm,0.9328852,0.16127454,0.15116295,0.2715632,0.09499028,0.082465224,0.12156235,0.5831931,0.14804213,0.12560245,0.20044295,0.333529,0.13598672,0.20885988,0.20221525,0.17804708,0.1296912,0.1316268,0.15578745,0.25279853,0.26031792,0.18493962,0.21158507,0.29331553
D,0.21016455,0.1838429,0.940679,0.4025525,0.11367049,0.116667874,0.1870912,0.15334468,0.16918722,0.35200343,0.23949642,0.25291404,0.28038707,0.23116106,0.15130219,0.07170219,0.117612734,0.142194,0.107044645,0.15060365,0.19473553,0.24428181,0.24816433,0.3233074
D,0.4743641,0.4016163,0.55512714,0.25247535,0.19992922,0.22154707,0.75783646,0.5412349,0.50032926,0.8579932,0.5184194,0.49158466,0.2875202,0.22241208,0.16995761,0.116344094,0.09723129,0.13547945,0.22338256,0.15946546,0.2971797,0.20434083,0.2597533,0.31377792
D,0.34654197,0.31896833,0.5044765,0.24209157,0.16959722,0.19881724,0.55935013,0.41922513,0.36548856,0.93618244,0.5102969,0.3590003,0.26077965,0.25232184,0.2027351,0.15855862,0.15196015,0.1917966,0.10493512,0.19961213,0.2809849,0.14506426,0.23558713,0.2571773
D,0.2092988,0.25672323,0.36792475,0.156225,0.12023532,0.1159753,0.3027443,0.271978,0.28791776,0.94740444,0.4136259,0.2653127,0.22704482,0.25667268,0.1736666,0.13351507,0.097146355,0.1303941,0.108062096,0.21636929,0.30811447,0.13757096,0.23896234,0.26348135
D,0.25030252,0.2366452,0.38672325,0.16834514,0.1389428,0.1276031,0.20420521,0.21891159,0.24011779,0.95547366,0.38187516,0.23667601,0.27810943,0.28963393,0.21394369,0.17671902,0.15747534,0.13738187,0.108011805,0.21014433,0.23585564,0.12500925,0.21768235,0.23786907
D,0.31211954,0.3010838,0.5248581,0.19697782,0.1406827,0.13279106,0.40882933,0.34513557,0.38873243,0.921681,0.47156808,0.34713706,0.23653413,0.24069616,0.24555479,0.099982314,0.11627168,0.10484944,0.20453711,0.20413502,0.35531983,0.14656748,0.21059063,0.24895872
D,0.20745848,0.21020721,0.31936193,0.13488781,0.07765567,0.083873086,0.18695553,0.17091006,0.2045047,0.85441136,0.41156524,0.23914428,0.24018484,0.22328992,0.28241077,0.12263368,0.06506783,0.09424825,0.24717829,0.18365337,0.2763336,0.2997613,0.16112351,0.24325752
D,0.32560056,0.28450245,0.5313788,0.23607604,0.1414552,0.13004056,0.2514965,0.1971794,0.23063058,0.8745568,0.5184323,0.50395554,0.29991633,0.23012248,0.21133007,0.10018175,0.109010555,0.121652685,0.16039193,0.16112912,0.26070213,0.19769461,0.24738674,0.39628422
D,0.3662503,0.2777453,0.5782404,0.28071448,0.120783016,0.12481648,0.295796,0.21592456,0.20370787,0.8555617,0.4794369,0.4951069,0.3420183,0.26404393,0.22105587,0.14614889,0.114586145,0.13769315,0.15850204,0.18156801,0.2410835,0.20576216,0.21222135,0.3717397
D,0.32114536,0.26892826,0.7871815,0.3215112,0.13899168,0.11390406,0.40186766,0.23939848,0.1682444,0.7856626,0.39781186,0.40679008,0.33377028,0.25841045,0.22441995,0.10356615,0.13777386,0.12384708,0.19204089,0.16672543,0.20008662,0.23508279,0.20981,0.35742378
D,0.15214755,0.16219045,0.97005624,0.37387702,0.10440899,0.10537539,0.26313874,0.19820072,0.2003595,0.43433005,0.35970548,0.1830917,0.19343287,0.21015133,0.09453055,0.06350858,0.15854216,0.15823634,0.12864894,0.1900868,0.27403426,0.2005034,0.24260062,0.23204264
D,0.21653128,0.18783104,0.8900887,0.38572294,0.112855874,0.09892229,0.12319395,0.15012464,0.18098171,0.3707618,0.30005023,0.2610564,0.29230353,0.24815553,0.21554889,0.07748868,0.13022938,0.12476648,0.16139607,0.21101241,0.24730454,0.21790414,0.3173267,0.35380256
D,0.17484283,0.16496702,0.9058767,0.31187862,0.06277434,0.0679138,0.1917589,0.16648103,0.2016484,0.42366853,0.31019256,0.19585885,0.24858679,0.22952324,0.18361764,0.041427407,0.07942807,0.08066712,0.111105144,0.19463189,0.31916386,0.2881057,0.20659226,0.2826939
D,0.17610711,0.18294297,0.992007,0.3195792,0.10576051,0.10174788,0.11710213,0.13595179,0.179556,0.30657315,0.28959355,0.18202211,0.21265963,0.25366914,0.045122977,0.08631699,0.1326435,0.12826411,0.094614655,0.17637181,0.2276761,0.111258484,0.20281997,0.23225248
D,0.22293775,0.18288054,0.95301425,0.3377839,0.11113112,0.114458546,0.42444676,0.22772574,0.19748877,0.72649044,0.49731585,0.22194621,0.31062028,0.24753977,0.09466136,0.11646091,0.12660606,0.14179257,0.10142034,0.13316515,0.2537793,0.19043735,0.14923212,0.29636568
D,0.19838156,0.1655995,0.93734425,0.30409947,0.08513309,0.086494125,0.35102206,0.2074737,0.17513002,0.4708362,0.3066345,0.24286042,0.2173409,0.19478767,0.19937432,0.11973033,0.12203916,0.122316584,0.19500369,0.15984146,0.21190284,0.20493421,0.22666793,0.29360998
